time,latitude(degrees),longitudes(degrees),altitude(meters),n_sats,flags
19691231_191609,37.4307167289,-122.1725875291,73.0684866195, 9, 0
19691231_191609,37.4307167289,-122.1725875291,73.0684866195, 9, 0
19691231_191609,37.4307303370,-122.1725844643,70.2870523229, 9, 1
19691231_191609,37.4307303370,-122.1725844643,70.2870523229, 9, 1
19691231_191609,37.4307303370,-122.1725844643,70.2870523229, 9, 1
19691231_191609,37.4307351703,-122.1725769712,70.2040257675, 9, 0
19691231_191609,37.4307351703,-122.1725769712,70.2040257675, 9, 0
19691231_191609,37.4307351703,-122.1725769712,70.2040257675, 9, 0
19691231_191609,37.4307351703,-122.1725769712,70.2040257675, 9, 0
19691231_191609,37.4307320166,-122.1725884629,70.2876561041, 9, 1
19691231_191609,37.4307320166,-122.1725884629,70.2876561041, 9, 1
19691231_191609,37.4307320166,-122.1725884629,70.2876561041, 9, 1
19691231_191609,37.4307398433,-122.1726199038,69.9588670021, 9, 0
19691231_191609,37.4307398433,-122.1726199038,69.9588670021, 9, 0
19691231_191609,37.4307398433,-122.1726199038,69.9588670021, 9, 0
19691231_191609,37.4307398433,-122.1726199038,69.9588670021, 9, 0
19691231_191609,37.4307336834,-122.1725924698,70.2882552974, 9, 1
19691231_191609,37.4307336834,-122.1725924698,70.2882552974, 9, 1
19691231_191610,37.4307336834,-122.1725924698,70.2882552974, 9, 1
19691231_191610,37.4307330566,-122.1725601163,69.1546180843, 9, 0
19691231_191610,37.4307330566,-122.1725601163,69.1546180843, 9, 0
19691231_191610,37.4307330566,-122.1725601163,69.1546180843, 9, 0
19691231_191610,37.4307330566,-122.1725601163,69.1546180843, 9, 0
19691231_191610,37.4307353374,-122.1725964850,70.2888498909, 9, 1
19691231_191610,37.4307353374,-122.1725964850,70.2888498909, 9, 1
19691231_191610,37.4307353374,-122.1725964850,70.2888498909, 9, 1
19691231_191610,37.4307377290,-122.1726220696,71.3399722644, 9, 0
19691231_191610,37.4307377290,-122.1726220696,71.3399722644, 9, 0
19691231_191610,37.4307377290,-122.1726220696,71.3399722644, 9, 0
19691231_191610,37.4307377290,-122.1726220696,71.3399722644, 9, 0
19691231_191610,37.4307369786,-122.1726005086,70.2894398750, 9, 1
19691231_191610,37.4307369786,-122.1726005086,70.2894398750, 9, 1
19691231_191610,37.4307369786,-122.1726005086,70.2894398750, 9, 1
19691231_191610,37.4307309060,-122.1726047361,70.1425980406, 9, 0
19691231_191610,37.4307309060,-122.1726047361,70.1425980406, 9, 0
19691231_191610,37.4307309060,-122.1726047361,70.1425980406, 9, 0
19691231_191610,37.4307309060,-122.1726047361,70.1425980406, 9, 0
19691231_191610,37.4307309060,-122.1726047361,70.1425980406, 9, 0
19691231_191610,37.4307386069,-122.1726045403,70.2900252385, 9, 1
19691231_191610,37.4307386069,-122.1726045403,70.2900252385, 9, 1
19691231_191610,37.4307386069,-122.1726045403,70.2900252385, 9, 1
19691231_191610,37.4307386069,-122.1726045403,70.2900252385, 9, 1
19691231_191610,37.4307468831,-122.1726147327,70.2732637933, 9, 0
19691231_191610,37.4307468831,-122.1726147327,70.2732637933, 9, 0
19691231_191610,37.4307468831,-122.1726147327,70.2732637933, 9, 0
19691231_191610,37.4307468831,-122.1726147327,70.2732637933, 9, 0
19691231_191610,37.4307402224,-122.1726085801,70.2906059764, 9, 1
19691231_191610,37.4307402224,-122.1726085801,70.2906059764, 9, 1
19691231_191610,37.4307402224,-122.1726085801,70.2906059764, 9, 1
19691231_191610,37.4307405039,-122.1726193901,71.5955342320, 9, 0
19691231_191610,37.4307405039,-122.1726193901,71.5955342320, 9, 0
19691231_191610,37.4307405039,-122.1726193901,71.5955342320, 9, 0
19691231_191610,37.4307405039,-122.1726193901,71.5955342320, 9, 0
19691231_191610,37.4307418249,-122.1726126280,70.2911820782, 9, 1
19691231_191610,37.4307418249,-122.1726126280,70.2911820782, 9, 1
19691231_191610,37.4307418249,-122.1726126280,70.2911820782, 9, 1
19691231_191610,37.4307293694,-122.1726403483,72.3515414568, 9, 0
19691231_191610,37.4307293694,-122.1726403483,72.3515414568, 9, 0
19691231_191610,37.4307293694,-122.1726403483,72.3515414568, 9, 0
19691231_191610,37.4307293694,-122.1726403483,72.3515414568, 9, 0
19691231_191610,37.4307434146,-122.1726166840,70.2917535306, 9, 1
19691231_191610,37.4307434146,-122.1726166840,70.2917535306, 9, 1
19691231_191610,37.4307434146,-122.1726166840,70.2917535306, 9, 1
19691231_191610,37.4307470744,-122.1726285731,67.3258365634, 9, 0
19691231_191610,37.4307470744,-122.1726285731,67.3258365634, 9, 0
19691231_191610,37.4307470744,-122.1726285731,67.3258365634, 9, 0
19691231_191610,37.4307470744,-122.1726285731,67.3258365634, 9, 0
19691231_191610,37.4307449912,-122.1726207478,70.2923203292, 9, 1
19691231_191610,37.4307449912,-122.1726207478,70.2923203292, 9, 1
19691231_191610,37.4307449912,-122.1726207478,70.2923203292, 9, 1
19691231_191610,37.4307386857,-122.1726175967,71.1701639493, 9, 0
19691231_191610,37.4307386857,-122.1726175967,71.1701639493, 9, 0
19691231_191610,37.4307386857,-122.1726175967,71.1701639493, 9, 0
19691231_191610,37.4307386857,-122.1726175967,71.1701639493, 9, 0
19691231_191610,37.4307465550,-122.1726248196,70.2928824636, 9, 1
19691231_191610,37.4307465550,-122.1726248196,70.2928824636, 9, 1
19691231_191610,37.4307465550,-122.1726248196,70.2928824636, 9, 1
19691231_191610,37.4307451623,-122.1726259451,72.8993792425, 9, 0
19691231_191610,37.4307451623,-122.1726259451,72.8993792425, 9, 0
19691231_191610,37.4307451623,-122.1726259451,72.8993792425, 9, 0
19691231_191610,37.4307451623,-122.1726259451,72.8993792425, 9, 0
19691231_191610,37.4307481057,-122.1726288991,70.2934399242, 9, 1
19691231_191610,37.4307481057,-122.1726288991,70.2934399242, 9, 1
19691231_191610,37.4307481057,-122.1726288991,70.2934399242, 9, 1
19691231_191610,37.4307481057,-122.1726288991,70.2934399242, 9, 1
19691231_191610,37.4307679613,-122.1726493991,71.9226270865, 9, 0
19691231_191610,37.4307679613,-122.1726493991,71.9226270865, 9, 0
19691231_191610,37.4307679613,-122.1726493991,71.9226270865, 9, 0
19691231_191610,37.4307679613,-122.1726493991,71.9226270865, 9, 0
19691231_191610,37.4307496433,-122.1726329864,70.2939927007, 9, 1
19691231_191610,37.4307496433,-122.1726329864,70.2939927007, 9, 1
19691231_191611,37.4307496433,-122.1726329864,70.2939927007, 9, 1
19691231_191611,37.4307584801,-122.1726115359,67.7762100142, 9, 0
19691231_191611,37.4307584801,-122.1726115359,67.7762100142, 9, 0
19691231_191611,37.4307584801,-122.1726115359,67.7762100142, 9, 0
19691231_191611,37.4307584801,-122.1726115359,67.7762100142, 9, 0
19691231_191611,37.4307511680,-122.1726370814,70.2945407871, 9, 1
19691231_191611,37.4307511680,-122.1726370814,70.2945407871, 9, 1
19691231_191611,37.4307511680,-122.1726370814,70.2945407871, 9, 1
19691231_191611,37.4307659462,-122.1726283509,73.4371545286, 9, 0
19691231_191611,37.4307659462,-122.1726283509,73.4371545286, 9, 0
19691231_191611,37.4307659462,-122.1726283509,73.4371545286, 9, 0
19691231_191611,37.4307659462,-122.1726283509,73.4371545286, 9, 0
19691231_191611,37.4307526795,-122.1726411840,70.2950841745, 9, 1
19691231_191611,37.4307526795,-122.1726411840,70.2950841745, 9, 1
19691231_191611,37.4307526795,-122.1726411840,70.2950841745, 9, 1
19691231_191611,37.4307543057,-122.1726379472,68.6055296602, 9, 0
19691231_191611,37.4307543057,-122.1726379472,68.6055296602, 9, 0
19691231_191611,37.4307543057,-122.1726379472,68.6055296602, 9, 0
19691231_191611,37.4307543057,-122.1726379472,68.6055296602, 9, 0
19691231_191611,37.4307543057,-122.1726379472,68.6055296602, 9, 0
19691231_191611,37.4307541780,-122.1726452942,70.2956228526, 9, 1
19691231_191611,37.4307541780,-122.1726452942,70.2956228526, 9, 1
19691231_191611,37.4307541780,-122.1726452942,70.2956228526, 9, 1
19691231_191611,37.4307541780,-122.1726452942,70.2956228526, 9, 1
19691231_191611,37.4307630473,-122.1726653596,70.8607196054, 9, 0
19691231_191611,37.4307630473,-122.1726653596,70.8607196054, 9, 0
19691231_191611,37.4307630473,-122.1726653596,70.8607196054, 9, 0
19691231_191611,37.4307630473,-122.1726653596,70.8607196054, 9, 0
19691231_191611,37.4307556633,-122.1726494118,70.2961568125, 9, 1
19691231_191611,37.4307556633,-122.1726494118,70.2961568125, 9, 1
19691231_191611,37.4307556633,-122.1726494118,70.2961568125, 9, 1
19691231_191611,37.4307526169,-122.1726625364,71.2696550919, 9, 0
19691231_191611,37.4307526169,-122.1726625364,71.2696550919, 9, 0
19691231_191611,37.4307526169,-122.1726625364,71.2696550919, 9, 0
19691231_191611,37.4307526169,-122.1726625364,71.2696550919, 9, 0
19691231_191611,37.4307571355,-122.1726535369,70.2966860467, 9, 1
19691231_191611,37.4307571355,-122.1726535369,70.2966860467, 9, 1
19691231_191611,37.4307571355,-122.1726535369,70.2966860467, 9, 1
19691231_191611,37.4307423305,-122.1726680250,71.3283565610, 9, 0
19691231_191611,37.4307423305,-122.1726680250,71.3283565610, 9, 0
19691231_191611,37.4307423305,-122.1726680250,71.3283565610, 9, 0
19691231_191611,37.4307423305,-122.1726680250,71.3283565610, 9, 0
19691231_191611,37.4307585945,-122.1726576693,70.2972105458, 9, 1
19691231_191611,37.4307585945,-122.1726576693,70.2972105458, 9, 1
19691231_191611,37.4307585945,-122.1726576693,70.2972105458, 9, 1
19691231_191611,37.4307422115,-122.1726556617,70.7358475444, 9, 0
19691231_191611,37.4307422115,-122.1726556617,70.7358475444, 9, 0
19691231_191611,37.4307422115,-122.1726556617,70.7358475444, 9, 0
19691231_191611,37.4307422115,-122.1726556617,70.7358475444, 9, 0
19691231_191611,37.4307600404,-122.1726618089,70.2977303037, 9, 1
19691231_191611,37.4307600404,-122.1726618089,70.2977303037, 9, 1
19691231_191611,37.4307600404,-122.1726618089,70.2977303037, 9, 1
19691231_191611,37.4307708235,-122.1726619911,67.0817643657, 9, 0
19691231_191611,37.4307708235,-122.1726619911,67.0817643657, 9, 0
19691231_191611,37.4307708235,-122.1726619911,67.0817643657, 9, 0
19691231_191611,37.4307708235,-122.1726619911,67.0817643657, 9, 0
19691231_191611,37.4307614730,-122.1726659558,70.2982453108, 9, 1
19691231_191611,37.4307614730,-122.1726659558,70.2982453108, 9, 1
19691231_191611,37.4307614730,-122.1726659558,70.2982453108, 9, 1
19691231_191611,37.4307822844,-122.1726703927,69.4968878533, 9, 0
19691231_191611,37.4307822844,-122.1726703927,69.4968878533, 9, 0
19691231_191611,37.4307822844,-122.1726703927,69.4968878533, 9, 0
19691231_191611,37.4307822844,-122.1726703927,69.4968878533, 9, 0
19691231_191611,37.4307628924,-122.1726701099,70.2987555546, 9, 1
19691231_191611,37.4307628924,-122.1726701099,70.2987555546, 9, 1
19691231_191611,37.4307628924,-122.1726701099,70.2987555546, 9, 1
19691231_191611,37.4307397884,-122.1726818858,70.4751737277, 9, 0
19691231_191611,37.4307397884,-122.1726818858,70.4751737277, 9, 0
19691231_191611,37.4307397884,-122.1726818858,70.4751737277, 9, 0
19691231_191611,37.4307397884,-122.1726818858,70.4751737277, 9, 0
19691231_191611,37.4307642985,-122.1726742710,70.2992610343, 9, 1
19691231_191611,37.4307642985,-122.1726742710,70.2992610343, 9, 1
19691231_191612,37.4307642985,-122.1726742710,70.2992610343, 9, 1
19691231_191612,37.4307625213,-122.1726730521,68.1712036676, 9, 0
19691231_191612,37.4307625213,-122.1726730521,68.1712036676, 9, 0
19691231_191612,37.4307625213,-122.1726730521,68.1712036676, 9, 0
19691231_191612,37.4307625213,-122.1726730521,68.1712036676, 9, 0
19691231_191612,37.4307656913,-122.1726784392,70.2997617381, 9, 1
19691231_191612,37.4307656913,-122.1726784392,70.2997617381, 9, 1
19691231_191612,37.4307656913,-122.1726784392,70.2997617381, 9, 1
19691231_191612,37.4307524681,-122.1726866590,70.1217304267, 9, 0
19691231_191612,37.4307524681,-122.1726866590,70.1217304267, 9, 0
19691231_191612,37.4307524681,-122.1726866590,70.1217304267, 9, 0
19691231_191612,37.4307524681,-122.1726866590,70.1217304267, 9, 0
19691231_191612,37.4307670708,-122.1726826143,70.3002576571, 9, 1
19691231_191612,37.4307670708,-122.1726826143,70.3002576571, 9, 1
19691231_191612,37.4307670708,-122.1726826143,70.3002576571, 9, 1
19691231_191612,37.4307968145,-122.1726941033,69.9027888585, 9, 0
19691231_191612,37.4307968145,-122.1726941033,69.9027888585, 9, 0
19691231_191612,37.4307968145,-122.1726941033,69.9027888585, 9, 0
19691231_191612,37.4307968145,-122.1726941033,69.9027888585, 9, 0
19691231_191612,37.4307968145,-122.1726941033,69.9027888585, 9, 0
19691231_191612,37.4307684370,-122.1726867963,70.3007487861, 9, 1
19691231_191612,37.4307684370,-122.1726867963,70.3007487861, 9, 1
19691231_191612,37.4307684370,-122.1726867963,70.3007487861, 9, 1
19691231_191612,37.4307684370,-122.1726867963,70.3007487861, 9, 1
19691231_191612,37.4307684370,-122.1726867963,70.3007487861, 9, 1
19691231_191612,37.4308118983,-122.1727068057,69.3546718566, 9, 0
19691231_191612,37.4308118983,-122.1727068057,69.3546718566, 9, 0
19691231_191612,37.4308118983,-122.1727068057,69.3546718566, 9, 0
19691231_191612,37.4308118983,-122.1727068057,69.3546718566, 9, 0
19691231_191612,37.4307697898,-122.1726909851,70.3012351155, 9, 1
19691231_191612,37.4307697898,-122.1726909851,70.3012351155, 9, 1
19691231_191612,37.4307697898,-122.1726909851,70.3012351155, 9, 1
19691231_191612,37.4307500009,-122.1727134502,70.0804929644, 9, 0
19691231_191612,37.4307500009,-122.1727134502,70.0804929644, 9, 0
19691231_191612,37.4307500009,-122.1727134502,70.0804929644, 9, 0
19691231_191612,37.4307500009,-122.1727134502,70.0804929644, 9, 0
19691231_191612,37.4307711293,-122.1726951807,70.3017166363, 9, 1
19691231_191612,37.4307711293,-122.1726951807,70.3017166363, 9, 1
19691231_191612,37.4307711293,-122.1726951807,70.3017166363, 9, 1
19691231_191612,37.4307720000,-122.1727002373,70.3227144751, 9, 0
19691231_191612,37.4307720000,-122.1727002373,70.3227144751, 9, 0
19691231_191612,37.4307720000,-122.1727002373,70.3227144751, 9, 0
19691231_191612,37.4307720000,-122.1727002373,70.3227144751, 9, 0
19691231_191612,37.4307724554,-122.1726993830,70.3021933435, 9, 1
19691231_191612,37.4307724554,-122.1726993830,70.3021933435, 9, 1
19691231_191612,37.4307724554,-122.1726993830,70.3021933435, 9, 1
19691231_191612,37.4307723925,-122.1726836698,71.5933533051, 9, 0
19691231_191612,37.4307723925,-122.1726836698,71.5933533051, 9, 0
19691231_191612,37.4307723925,-122.1726836698,71.5933533051, 9, 0
19691231_191612,37.4307723925,-122.1726836698,71.5933533051, 9, 0
19691231_191612,37.4307737680,-122.1727035918,70.3026652260, 9, 1
19691231_191612,37.4307737680,-122.1727035918,70.3026652260, 9, 1
19691231_191612,37.4307737680,-122.1727035918,70.3026652260, 9, 1
19691231_191612,37.4307911868,-122.1727102004,69.7223217722, 9, 0
19691231_191612,37.4307911868,-122.1727102004,69.7223217722, 9, 0
19691231_191612,37.4307911868,-122.1727102004,69.7223217722, 9, 0
19691231_191612,37.4307911868,-122.1727102004,69.7223217722, 9, 0
19691231_191612,37.4307750672,-122.1727078073,70.3031322814, 9, 1
19691231_191612,37.4307750672,-122.1727078073,70.3031322814, 9, 1
19691231_191612,37.4307750672,-122.1727078073,70.3031322814, 9, 1
19691231_191612,37.4307823513,-122.1727013608,69.0650151624, 9, 0
19691231_191612,37.4307823513,-122.1727013608,69.0650151624, 9, 0
19691231_191612,37.4307823513,-122.1727013608,69.0650151624, 9, 0
19691231_191612,37.4307823513,-122.1727013608,69.0650151624, 9, 0
19691231_191612,37.4307763530,-122.1727120292,70.3035944965, 9, 1
19691231_191612,37.4307763530,-122.1727120292,70.3035944965, 9, 1
19691231_191612,37.4307763530,-122.1727120292,70.3035944965, 9, 1
19691231_191612,37.4307827238,-122.1727193424,67.0822168695, 9, 0
19691231_191612,37.4307827238,-122.1727193424,67.0822168695, 9, 0
19691231_191612,37.4307827238,-122.1727193424,67.0822168695, 9, 0
19691231_191612,37.4307827238,-122.1727193424,67.0822168695, 9, 0
19691231_191612,37.4307776253,-122.1727162575,70.3040518699, 9, 1
19691231_191612,37.4307776253,-122.1727162575,70.3040518699, 9, 1
19691231_191613,37.4307776253,-122.1727162575,70.3040518699, 9, 1
19691231_191613,37.4307909848,-122.1727087640,70.6031881294, 9, 0
19691231_191613,37.4307909848,-122.1727087640,70.6031881294, 9, 0
19691231_191613,37.4307909848,-122.1727087640,70.6031881294, 9, 0
19691231_191613,37.4307909848,-122.1727087640,70.6031881294, 9, 0
19691231_191613,37.4307788841,-122.1727204922,70.3045043881, 9, 1
19691231_191613,37.4307788841,-122.1727204922,70.3045043881, 9, 1
19691231_191613,37.4307788841,-122.1727204922,70.3045043881, 9, 1
19691231_191613,37.4307481640,-122.1727626057,73.6214585724, 9, 0
19691231_191613,37.4307481640,-122.1727626057,73.6214585724, 9, 0
19691231_191613,37.4307481640,-122.1727626057,73.6214585724, 9, 0
19691231_191613,37.4307481640,-122.1727626057,73.6214585724, 9, 0
19691231_191613,37.4307801294,-122.1727247331,70.3049520468, 9, 1
19691231_191613,37.4307801294,-122.1727247331,70.3049520468, 9, 1
19691231_191613,37.4307801294,-122.1727247331,70.3049520468, 9, 1
19691231_191613,37.4307852318,-122.1726891350,69.5955580099, 9, 0
19691231_191613,37.4307852318,-122.1726891350,69.5955580099, 9, 0
19691231_191613,37.4307852318,-122.1726891350,69.5955580099, 9, 0
19691231_191613,37.4307852318,-122.1726891350,69.5955580099, 9, 0
19691231_191613,37.4307852318,-122.1726891350,69.5955580099, 9, 0
19691231_191613,37.4307813611,-122.1727289803,70.3053948407, 9, 1
19691231_191613,37.4307813611,-122.1727289803,70.3053948407, 9, 1
19691231_191613,37.4307813611,-122.1727289803,70.3053948407, 9, 1
19691231_191613,37.4307813611,-122.1727289803,70.3053948407, 9, 1
19691231_191613,37.4307891676,-122.1727640329,70.4485140976, 9, 0
19691231_191613,37.4307891676,-122.1727640329,70.4485140976, 9, 0
19691231_191613,37.4307891676,-122.1727640329,70.4485140976, 9, 0
19691231_191613,37.4307891676,-122.1727640329,70.4485140976, 9, 0
19691231_191613,37.4307825793,-122.1727332336,70.3058327595, 9, 1
19691231_191613,37.4307825793,-122.1727332336,70.3058327595, 9, 1
19691231_191613,37.4307825793,-122.1727332336,70.3058327595, 9, 1
19691231_191613,37.4307929529,-122.1727341893,70.4406247701, 9, 0
19691231_191613,37.4307929529,-122.1727341893,70.4406247701, 9, 0
19691231_191613,37.4307929529,-122.1727341893,70.4406247701, 9, 0
19691231_191613,37.4307929529,-122.1727341893,70.4406247701, 9, 0
19691231_191613,37.4307837839,-122.1727374930,70.3062657988, 9, 1
19691231_191613,37.4307837839,-122.1727374930,70.3062657988, 9, 1
19691231_191613,37.4307837839,-122.1727374930,70.3062657988, 9, 1
19691231_191613,37.4307633032,-122.1727496355,69.5573352032, 9, 0
19691231_191613,37.4307633032,-122.1727496355,69.5573352032, 9, 0
19691231_191613,37.4307633032,-122.1727496355,69.5573352032, 9, 0
19691231_191613,37.4307633032,-122.1727496355,69.5573352032, 9, 0
19691231_191613,37.4307849749,-122.1727417584,70.3066939482, 9, 1
19691231_191613,37.4307849749,-122.1727417584,70.3066939482, 9, 1
19691231_191613,37.4307849749,-122.1727417584,70.3066939482, 9, 1
19691231_191613,37.4307909552,-122.1727209813,71.0789922787, 9, 0
19691231_191613,37.4307909552,-122.1727209813,71.0789922787, 9, 0
19691231_191613,37.4307909552,-122.1727209813,71.0789922787, 9, 0
19691231_191613,37.4307909552,-122.1727209813,71.0789922787, 9, 0
19691231_191613,37.4307861522,-122.1727460297,70.3071172048, 9, 1
19691231_191613,37.4307861522,-122.1727460297,70.3071172048, 9, 1
19691231_191613,37.4307861522,-122.1727460297,70.3071172048, 9, 1
19691231_191613,37.4307861522,-122.1727460297,70.3071172048, 9, 1
19691231_191613,37.4307786022,-122.1727570497,71.3870505253, 9, 0
19691231_191613,37.4307786022,-122.1727570497,71.3870505253, 9, 0
19691231_191613,37.4307786022,-122.1727570497,71.3870505253, 9, 0
19691231_191613,37.4307786022,-122.1727570497,71.3870505253, 9, 0
19691231_191613,37.4307873160,-122.1727503069,70.3075355596, 9, 1
19691231_191613,37.4307873160,-122.1727503069,70.3075355596, 9, 1
19691231_191613,37.4307873160,-122.1727503069,70.3075355596, 9, 1
19691231_191613,37.4308131188,-122.1727503120,70.2766859703, 9, 0
19691231_191613,37.4308131188,-122.1727503120,70.2766859703, 9, 0
19691231_191613,37.4308131188,-122.1727503120,70.2766859703, 9, 0
19691231_191613,37.4308131188,-122.1727503120,70.2766859703, 9, 0
19691231_191613,37.4307884661,-122.1727545899,70.3079490067, 9, 1
